Meeting ID,Minister,Role,Department,Start Date,End Date,Organization,Representative,Reason,Hospitality?
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Deutsche bank,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Ernst and Young,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,KPMG,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Legal and General,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,TSB,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Metro Bank,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Santander,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Accenture,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Eversheds,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,BP,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Centrica,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,EDF,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,EON,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Shell,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,National Grid,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Thames Water,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Intercontinental Hotels,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Merlin Entertainments,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Whitbread Group,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Viagogo,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Virgin Group,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Arup,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Carillion,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Wates group,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Balfour Beatty,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Mace,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Skanska,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Glaxosmithkline,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,L'oreal,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Pfizer,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Unilever,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Bodyshop Atkins,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,GE,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Hitachi,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,BAE Systems,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Rolls Royce,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Sky,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,3/Hutchinson Whampoa,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,BT,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,EE,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,EMC,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Facebook,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Microsoft,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,O2/Telefonica,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Siemens,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,TalkTalk,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,Vodafone,,No10 Reception,0
411,Nick Hurd MP,Parliamentary Secretary (Minister for Civil Society),Cabinet Office,2014-04,2014-04,IBM,,No10 Reception,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,BAE Systems,,To discuss the aerospace industry,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,Rolls Royce,,To discuss the aerospace industry,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,MBDA UK,,To discuss the aerospace industry,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,Finmeccanica,,To discuss the aerospace industry,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,GKN Aerospace,,To discuss the aerospace industry,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,Bombardier Aerospace,,To discuss the aerospace industry,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,Lockheed Martin,,To discuss the aerospace industry,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,Boeing,,To discuss the aerospace industry,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,Spirit AeroSystems,,To discuss the aerospace industry,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,GE UK,,To discuss the aerospace industry,0
412,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-07-14,2014-07-14,Airbus,,To discuss the aerospace industry,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,Apple,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,BAE Systems,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,Vodafone,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,Dyson,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,Thomas Cook,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,TalkTalk,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,CBI,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,Farah Ramzan Golant,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,John Lewis,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,Glaxosmithkline,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,Prudential,,Quarterly discussion on business issues,0
413,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2014-11-05,2014-11-05,No Organisation Specified,Sir Richard Olver,Quarterly discussion on business issues,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,Bank of England,Mark Carney,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,BAE Systems,Sir Roger Carr,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,Vodafone,Vittorio Colao,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,Dyson,Sir James Dyson,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,Alliance Trust,Katherine Garrett-Cox,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,No Organisation Specified,Harriet Green,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,TalkTalk,Baroness Dido Harding,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,No Organisation Specified,Sir Richard Olver,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,CBI,John Cridland,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,John Lewis,Andy Street,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,JLR,Dr Ralf Speth,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,Prudential,Tidjane Thiam,To discuss business policy,0
414,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-02-25,2015-02-25,Glaxosmithkline,Sir Andrew Witty,To discuss business policy,0
415,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2015-03-12,2015-03-12,BAE Systems,,To discuss BAE's business,0
416,Sir Jeremy Heywood,Head of the Home Civil Service,Cabinet Office,2015-04,2015-04,BAE Systems,,Discussion of Defence / Industrial issues,0
417,Ed de Minckwitz,Special Advisor,Cabinet Office,2015-12-02,2015-12-02,BAE Systems,,Tickets to Royal College of Music event,1
418,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2016-01,2016-01,BAE Systems,,SDSR 2015 and export opportunities,0
419,Rt Hon David Cameron MP,Prime Minister,Cabinet Office,2016-02,2016-02,BAE Systems,,Intellectual property rights,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Amerisur Resources,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,BAE Systems,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Benoy,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,BP,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,British Expertise International,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,BT,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Canning House,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,CMS Cameron McKenna,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,De la Rue,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Diageo,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Eversheds,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Golden Peaks Latin America,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Hitachi Europe Ltd,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Holdtrade Ltd,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,House of Commons,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,KPMG,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Latin News,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Lloyds,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Make Architects,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,MCC,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Mott MacDonald,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Networks & Innovation,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,British Expertise International,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Pirian Mining Research,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Railway Industry Association,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Rolls Royce,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,SRK Consulting,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Verisk,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Maplecroft,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Ward of Aldgate,,To discuss exporting and investment to Argentina,0
420,Lord Price,Minister of State for Trade and Investment,"Department for Business, Innovation & Skills",2016-04-27,2016-04-27,Zaha Hadid Architects,,To discuss exporting and investment to Argentina,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Meller Group,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,JC Bamford Excavators Ltd,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Property Solutions,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Incommunities Group,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,NG Bailey,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,United Utilities,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Fijitsu,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Compass Group UK & Ireland,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Hitachi Rail Europe,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Arqiva,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,CUB UK Ltd,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,South West Water,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Coast to Capital,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,BAE Systems,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,BAM Nuttal Ltd,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Toyota Manufacturing UK,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Vestia Community Trust,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,BBC,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Holts Group,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Eon,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,MBDA,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Grounds Maintenance Ltd,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,PricewaterhouseCoopers,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Ministry of Defence,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,GE Aviation Newmarket,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Kesslers International,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Talent for Care,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Royal Hospital NHS Trust,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,British Gas,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Berthon,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Genix Healthcare,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Crossrail,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,NHS Employers,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Serco,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,BT Academy,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,National Grid,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Maurice Sedwell Ltd,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,HSBC Bank,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,PX Group,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Blenheim Chalcot,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Southwest Health Education England NHS,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Asda,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Babcock ,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,GKN,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Gingernut Media,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Toni & Guy,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Spire Healthcare,,To discuss apprenticeships,0
421,Nick Boles MP,Minister of State for Skills,"Department for Business, Innovation & Skills",2016-05-05,2016-05-05,Marshall Aerospace,,To discuss apprenticeships,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,ADS,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,Babcock,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,BAE Systems,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,Brodies,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,Goodrich Corporation,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,Inter-Tec,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,Selex Galileo,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,Spirit,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,Teledyne,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,Thales Optronics,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,ThinkTank Maths,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,University of Edinburgh,,Defence industry issues,0
422,Rt Hon Michael Moore MP,Secretary of State for Scotland,Scotland Office,2012-02,2012-02,Vector Aerospace,,Defence industry issues,0
